NAME,LAT,LONG,LAMBDA_M,RHO,RHO_0,DELTA_RHO
SHANGRILA,-14.0691795,196.0850818,2832.852806,9.10E-06,1.69E-06,5.367309464
SHANGRILA,-14.0691795,196.6413515,2867.76685,2.30E-06,1.64E-06,1.396109888
SHANGRILA,-14.0691795,197.1976212,3387.358074,5.40E-06,1.13E-06,4.787146809
SHANGRILA,-14.0691795,211.1043638,3578.109581,5.70E-06,1.00E-06,5.716168884
FENSAL,-14.0691795,315.1267984,4700.742914,1.13E-05,5.44E-07,20.74348472
FENSAL,-14.0691795,315.6830682,4355.724463,7.00E-06,6.45E-07,10.80461857
FENSAL,-14.0691795,316.7956076,3162.03123,2.50E-06,1.32E-06,1.91541029
FENSAL,-14.0691795,317.3518773,2826.585232,4.50E-06,1.70E-06,2.664479696
FENSAL,-14.0691795,324.0271137,4298.373864,3.40E-06,6.64E-07,5.175397606
SENKYO,-13.5129099,18.07877651,5634.763013,3.61E-05,3.63E-07,99.4652381
SENKYO,-13.5129099,55.90511638,4899.926538,3.90E-06,4.96E-07,7.908791669
SENKYO,-13.5129099,57.01765579,4408.093819,3.50E-06,6.28E-07,5.61543563
SENKYO,-13.5129099,57.57392549,4802.094448,1.92E-05,5.19E-07,37.04446056
SENKYO,-13.5129099,58.13019519,6467.9906,3.62E-05,2.66E-07,136.0145287
SENKYO,-13.5129099,58.6864649,5726.575589,1.83E-05,3.50E-07,52.40424099
SENKYO,-13.5129099,59.2427346,5582.695328,8.90E-06,3.70E-07,24.13007051
SENKYO,-13.5129099,59.79900431,6237.134104,2.49E-05,2.89E-07,86.36854655
SENKYO,-13.5129099,60.35527401,3171.542115,7.60E-06,1.31E-06,5.802375807
SENKYO,-13.5129099,61.46781342,3197.675372,1.02E-05,1.29E-06,7.944794585
SENKYO,-13.5129099,66.47424075,3710.841456,5.90E-06,9.23E-07,6.431589294
SENKYO,-13.5129099,67.03051046,5529.755209,2.21E-05,3.78E-07,58.49271339
BELET,-13.5129099,96.51280477,10214.77093,7.35E-05,9.58E-08,767.788473
BELET,-13.5129099,101.5192321,2978.20288,1.67E-05,1.51E-06,11.05641362
BELET,-13.5129099,102.0755018,2886.910437,1.05E-05,1.62E-06,6.479434335
BELET,-13.5129099,102.6317715,5557.000163,4.75E-05,3.74E-07,126.9784856
BELET,-13.5129099,103.1880412,4370.434758,2.26E-05,6.40E-07,35.36742769
BELET,-13.5129099,103.7443109,4156.597733,1.00E-05,7.16E-07,13.92858237
BELET,-13.5129099,104.3005806,3778.139247,3.63E-05,8.87E-07,40.90157508
BELET,-13.5129099,104.8568503,3785.024876,3.00E-06,8.83E-07,3.428616655
BELET,-13.5129099,110.4195474,7658.932704,4.64E-05,1.82E-07,254.5576712
BELET,-13.5129099,110.9758171,3451.467212,9.10E-06,1.09E-06,8.372922202
BELET,-13.5129099,111.5320868,3957.023313,1.15E-05,8.00E-07,14.44009066
BELET,-13.5129099,112.0883565,6255.842193,1.50E-05,2.87E-07,52.32604218
BELET,-13.5129099,112.6446262,4280.725873,1.71E-05,6.71E-07,25.53459994
BELET,-13.5129099,113.2008959,3200.595821,7.70E-06,1.29E-06,5.97623276
BELET,-13.5129099,113.7571656,5426.754803,3.04E-05,3.94E-07,77.05367152
BELET,-13.5129099,114.3134353,5820.413491,1.86E-05,3.37E-07,55.23564877
BELET,-13.5129099,114.869705,3890.192652,6.20E-06,8.31E-07,7.493468357
BELET,-13.5129099,115.4259747,7620.186637,1.22E-05,1.85E-07,66.07163471
BELET,-13.5129099,130.4452567,4669.393227,7.50E-06,5.52E-07,13.53262681
SHANGRILA,-13.5129099,146.5770781,3788.21168,9.79E-05,8.81E-07,111.1052478
SHANGRILA,-13.5129099,197.1976212,2425.57329,9.70E-06,2.39E-06,4.059083881
SHANGRILA,-13.5129099,197.7538909,2441.143067,1.17E-05,2.36E-06,4.972854436
SHANGRILA,-13.5129099,200.5352394,3501.966905,3.08E-05,1.05E-06,29.32407301
SHANGRILA,-13.5129099,201.0915091,2926.2374,1.87E-05,1.57E-06,11.92308385
SHANGRILA,-13.5129099,201.6477788,2693.35798,1.94E-05,1.89E-06,10.25512562
SHANGRILA,-13.5129099,203.8728576,2650.382513,1.91E-05,1.96E-06,9.734762635
SHANGRILA,-13.5129099,204.4291273,2165.555563,8.70E-06,3.08E-06,2.811882136
SHANGRILA,-13.5129099,204.9853971,2267.190414,1.09E-05,2.78E-06,3.914398659
SHANGRILA,-13.5129099,205.5416668,2230.674962,8.90E-06,2.88E-06,3.094951829
SHANGRILA,-13.5129099,206.0979365,2117.594958,8.50E-06,3.24E-06,2.615217245
SHANGRILA,-13.5129099,206.6542062,1976.581458,1.42E-05,3.78E-06,3.766064988
SHANGRILA,-13.5129099,207.2104759,2225.341002,2.10E-05,2.90E-06,7.242733704
SHANGRILA,-13.5129099,207.7667456,4962.17817,1.12E-05,4.82E-07,23.15898035
SHANGRILA,-13.5129099,208.3230153,6198.135899,3.97E-05,2.93E-07,135.4118535
FENSAL,-13.5129099,315.1267984,4766.928026,3.80E-06,5.27E-07,7.23467214
FENSAL,-13.5129099,315.6830682,3783.632363,1.82E-05,8.84E-07,20.54720875
FENSAL,-13.5129099,316.2393379,3114.064608,1.00E-05,1.37E-06,7.291713018
FENSAL,-13.5129099,316.7956076,3668.015039,5.90E-06,9.47E-07,6.194369713
FENSAL,-13.5129099,317.3518773,4280.700022,1.37E-05,6.71E-07,20.4272797
FENSAL,-13.5129099,324.0271137,16709.79648,1.34E-05,3.18E-08,419.749823
SENKYO,-12.9566402,18.07877651,3755.183134,2.70E-05,8.99E-07,30.07683729
SENKYO,-12.9566402,56.46138608,3911.841659,1.25E-05,8.20E-07,15.25863693
SENKYO,-12.9566402,58.6864649,4863.564012,1.56E-05,5.04E-07,30.88140235
SENKYO,-12.9566402,59.2427346,3785.745171,6.10E-06,8.83E-07,6.861459308
SENKYO,-12.9566402,59.79900431,2980.086416,4.80E-06,1.51E-06,3.162039772
SENKYO,-12.9566402,60.35527401,3287.196005,1.05E-05,1.21E-06,8.687689391
SENKYO,-12.9566402,60.91154371,2905.082377,7.00E-06,1.60E-06,4.367351511
SENKYO,-12.9566402,61.46781342,4777.038163,7.60E-06,5.25E-07,14.56893156
SENKYO,-12.9566402,62.02408312,5092.635238,8.10E-06,4.55E-07,17.92164984
SENKYO,-12.9566402,62.58035283,3794.996404,9.10E-06,8.78E-07,10.37383761
SENKYO,-12.9566402,63.13662253,3754.502504,9.00E-06,8.99E-07,10.01973066
SENKYO,-12.9566402,63.69289223,3731.917854,6.00E-06,9.12E-07,6.550606397
SENKYO,-12.9566402,64.24916194,3932.29778,3.10E-06,8.11E-07,3.879619396
SENKYO,-12.9566402,64.80543164,3703.259403,5.90E-06,9.27E-07,6.389142045
SENKYO,-12.9566402,65.36170135,3179.546326,2.50E-06,1.30E-06,1.949972984
SENKYO,-12.9566402,65.91797105,4571.476492,1.10E-05,5.79E-07,18.95289496
SENKYO,-12.9566402,66.47424075,6953.853499,2.78E-05,2.26E-07,122.8277779
SENKYO,-12.9566402,67.03051046,5649.440959,4.50E-06,3.60E-07,12.53831398
SENKYO,-12.9566402,67.58678016,3912.012585,6.30E-06,8.20E-07,7.630398102
BELET,-12.9566402,101.5192321,1971.92366,3.15E-05,3.80E-06,8.282839449
BELET,-12.9566402,102.6317715,15182.2087,8.29E-05,3.95E-08,2100.889674
BELET,-12.9566402,103.1880412,6093.166172,2.44E-05,3.04E-07,80.07937741
BELET,-12.9566402,103.7443109,3729.74384,2.98E-05,9.13E-07,32.69129958
BELET,-12.9566402,104.3005806,10223.4881,6.54E-05,9.56E-08,684.36604
BELET,-12.9566402,104.8568503,6590.436596,3.69E-05,2.55E-07,144.5287032
BELET,-12.9566402,105.41312,3797.681647,6.10E-06,8.77E-07,6.931747094
BELET,-12.9566402,107.6381989,5134.411147,8.20E-06,4.46E-07,18.40199347
BELET,-12.9566402,108.1944686,5912.491582,2.36E-05,3.26E-07,72.6437908
BELET,-12.9566402,108.7507383,4988.330141,1.20E-05,4.76E-07,25.14042338
BELET,-12.9566402,109.307008,3811.299045,3.00E-06,8.70E-07,3.506269647
BELET,-12.9566402,109.8632777,6779.323849,1.63E-05,2.40E-07,67.87479664
BELET,-12.9566402,110.4195474,10987.79075,6.15E-05,8.14E-08,756.2524941
BELET,-12.9566402,110.9758171,6204.614047,2.48E-05,2.92E-07,84.9191217
BELET,-12.9566402,112.0883565,9226.325783,3.45E-05,1.20E-07,286.9392251
BELET,-12.9566402,112.6446262,4734.604783,7.60E-06,5.35E-07,14.15410756
BELET,-12.9566402,113.2008959,3675.137433,5.90E-06,9.43E-07,6.23339456
BELET,-12.9566402,113.7571656,5042.019662,8.10E-06,4.65E-07,17.35136278
BELET,-12.9566402,114.3134353,8686.818401,2.08E-05,1.38E-07,151.4622123
BELET,-12.9566402,114.869705,11247.61402,1.80E-05,7.72E-08,233.0555562
BELET,-12.9566402,115.4259747,8865.628319,2.84E-05,1.32E-07,215.720271
SHANGRILA,-12.9566402,186.0722271,6558.010732,2.47E-05,2.58E-07,95.68006699
SHANGRILA,-12.9566402,197.7538909,3340.112929,2.94E-05,1.17E-06,25.15885121
SHANGRILA,-12.9566402,198.3101606,2572.320189,2.47E-05,2.10E-06,11.78229613
SHANGRILA,-12.9566402,198.8664303,2322.3289,3.34E-05,2.63E-06,12.6932242
SHANGRILA,-12.9566402,199.4227,2373.498324,3.80E-05,2.51E-06,15.13467349
SHANGRILA,-12.9566402,199.9789697,2321.230172,2.41E-05,2.64E-06,9.153294986
SHANGRILA,-12.9566402,200.5352394,2469.340912,1.19E-05,2.30E-06,5.161236908
SHANGRILA,-12.9566402,201.0915091,2540.306589,1.63E-05,2.16E-06,7.542759138
SHANGRILA,-12.9566402,201.6477788,2849.460724,6.80E-06,1.67E-06,4.102388816
SHANGRILA,-12.9566402,202.2040485,2461.743372,1.18E-05,2.31E-06,5.110002786
SHANGRILA,-12.9566402,202.7603182,2435.788666,2.34E-05,2.37E-06,9.875256016
SHANGRILA,-12.9566402,203.3165879,2402.734757,1.73E-05,2.44E-06,7.08596537
SHANGRILA,-12.9566402,203.8728576,2601.138768,3.33E-05,2.04E-06,16.28670639
SHANGRILA,-12.9566402,204.4291273,2362.263445,2.65E-05,2.54E-06,10.43277631
SHANGRILA,-12.9566402,204.9853971,2038.523503,1.47E-05,3.53E-06,4.16172675
SHANGRILA,-12.9566402,205.5416668,2317.443432,2.41E-05,2.65E-06,9.105039737
SHANGRILA,-12.9566402,206.0979365,2977.04938,2.14E-05,1.51E-06,14.18228451
SHANGRILA,-12.9566402,206.6542062,3310.401278,1.59E-05,1.19E-06,13.33172094
SHANGRILA,-12.9566402,207.2104759,5218.997909,6.20E-05,4.30E-07,144.1011266
SHANGRILA,-12.9566402,207.7667456,4029.097656,1.29E-05,7.68E-07,16.78964922
SHANGRILA,-12.9566402,208.3230153,2864.234696,2.19E-05,1.65E-06,13.28775793
SHANGRILA,-12.9566402,208.879285,2849.610477,9.20E-06,1.67E-06,5.548199541
SHANGRILA,-12.9566402,209.4355547,2716.910921,4.30E-06,1.85E-06,2.344069491
SHANGRILA,-12.9566402,209.9918244,3288.07878,2.60E-06,1.21E-06,2.17381125
FENSAL,-12.9566402,315.6830682,6270.430633,1.00E-05,2.85E-07,35.14808091
FENSAL,-12.9566402,316.2393379,4765.08364,1.52E-05,5.28E-07,28.90245538
FENSAL,-12.9566402,317.3518773,3662.233727,2.34E-05,9.51E-07,24.65126658
FENSAL,-12.9566402,324.0271137,7398.452344,1.78E-05,1.97E-07,90.07126187
FENSAL,-12.9566402,324.5833834,4717.120929,2.26E-05,5.40E-07,41.95676167
FENSAL,-12.9566402,325.1396531,2914.745145,7.00E-06,1.58E-06,4.414556395
FENSAL,-12.9566402,325.6959228,2871.947886,4.60E-06,1.64E-06,2.805420601
FENSAL,-12.9566402,326.2521925,2532.955452,4.10E-06,2.17E-06,1.868080604
SENKYO,-12.4003706,17.5225068,3115.52481,2.49E-05,1.37E-06,18.25697023
SENKYO,-12.4003706,57.01765579,6848.920156,3.29E-05,2.34E-07,140.3134234
SENKYO,-12.4003706,57.57392549,5008.678817,4.00E-06,4.72E-07,8.491320053
SENKYO,-12.4003706,60.35527401,3489.212041,2.80E-06,1.06E-06,2.634518314
SENKYO,-12.4003706,61.46781342,2970.903783,2.40E-06,1.52E-06,1.565302162
SENKYO,-12.4003706,62.02408312,3363.177756,8.10E-06,1.15E-06,7.016090626
SENKYO,-12.4003706,64.24916194,3265.634253,2.60E-06,1.23E-06,2.126137363
SENKYO,-12.4003706,64.80543164,3144.622237,2.50E-06,1.34E-06,1.881478954
SENKYO,-12.4003706,65.36170135,3810.662581,3.00E-06,8.70E-07,3.504374455
SENKYO,-12.4003706,65.91797105,4143.716245,6.60E-06,7.21E-07,9.192878844
SENKYO,-12.4003706,66.47424075,3816.390326,6.10E-06,8.67E-07,7.042912661
SENKYO,-12.4003706,67.03051046,3216.231662,5.10E-06,1.27E-06,4.047513915
BELET,-12.4003706,101.5192321,2184.784697,1.48E-05,3.02E-06,4.890037375
BELET,-12.4003706,102.0755018,3231.36346,2.74E-05,1.26E-06,21.81528282
BELET,-12.4003706,102.6317715,4543.330951,2.91E-05,5.87E-07,49.54056237
BELET,-12.4003706,103.1880412,9337.819094,5.23E-05,1.17E-07,446.569551
BELET,-12.4003706,103.7443109,3565.912697,3.42E-05,1.01E-06,33.91995857
BELET,-12.4003706,104.3005806,3366.987959,2.69E-05,1.15E-06,23.47285814
BELET,-12.4003706,104.8568503,4387.71795,5.27E-05,6.35E-07,82.97752364
BELET,-12.4003706,105.41312,3246.589499,1.30E-05,1.24E-06,10.43127897
BELET,-12.4003706,105.9693897,2865.57741,1.83E-05,1.65E-06,11.14129569
BELET,-12.4003706,106.5256594,2455.703656,1.38E-05,2.33E-06,5.914446255
BELET,-12.4003706,107.0819291,2762.70764,8.80E-06,1.79E-06,4.948837683
BELET,-12.4003706,107.6381989,4527.963512,1.81E-05,5.91E-07,30.6250709
BELET,-12.4003706,108.1944686,3685.774314,5.90E-06,9.37E-07,6.291992186
BELET,-12.4003706,108.7507383,4924.930143,7.90E-06,4.90E-07,16.0803928
BELET,-12.4003706,109.307008,5328.942929,2.13E-05,4.11E-07,51.89097755
BELET,-12.4003706,109.8632777,13443.14304,5.38E-05,5.18E-08,1037.797949
BELET,-12.4003706,110.4195474,14625.06907,3.51E-05,4.29E-08,817.9884806
BELET,-12.4003706,110.9758171,7057.944704,3.39E-05,2.19E-07,154.6566166
BELET,-12.4003706,111.5320868,3658.912744,8.80E-06,9.53E-07,9.217113291
BELET,-12.4003706,112.0883565,5825.894202,9.30E-06,3.36E-07,27.70210526
BELET,-12.4003706,112.6446262,8411.70162,2.02E-05,1.48E-07,136.4753232
BELET,-12.4003706,113.2008959,9416.429623,3.77E-05,1.15E-07,327.7541469
BELET,-12.4003706,113.7571656,7777.092164,1.87E-05,1.76E-07,105.8677038
BELET,-12.4003706,114.3134353,5142.718735,8.20E-06,4.45E-07,18.4985623
BELET,-12.4003706,114.869705,5783.820833,3.24E-05,3.42E-07,94.70872279
BELET,-12.4003706,115.4259747,4311.925317,6.90E-06,6.60E-07,10.45681663
BELET,-12.4003706,115.9822444,16121.09903,5.16E-05,3.45E-08,1494.932453
BELET,-12.4003706,116.5385141,11726.9384,1.45E-05,7.03E-08,206.519337
SHANGRILA,-12.4003706,171.6092148,1978.798728,3.05E-05,3.77E-06,8.09843278
SHANGRILA,-12.4003706,198.3101606,2611.742101,5.01E-05,2.03E-06,24.75394727
SHANGRILA,-12.4003706,198.8664303,2171.993446,3.13E-05,3.06E-06,10.22052761
SHANGRILA,-12.4003706,199.4227,2122.995077,3.74E-05,3.22E-06,11.60222866
SHANGRILA,-12.4003706,199.9789697,2084.384776,1.33E-05,3.36E-06,3.975596678
SHANGRILA,-12.4003706,200.5352394,2272.078495,1.09E-05,2.77E-06,3.941787225
SHANGRILA,-12.4003706,201.0915091,2100.007805,5.00E-06,3.30E-06,1.527329829
SHANGRILA,-12.4003706,201.6477788,2321.907989,9.30E-06,2.64E-06,3.523827163
SHANGRILA,-12.4003706,202.2040485,1994.427379,9.60E-06,3.70E-06,2.584842905
SHANGRILA,-12.4003706,202.7603182,2170.351848,2.43E-05,3.07E-06,7.92986499
SHANGRILA,-12.4003706,203.3165879,2764.102122,3.10E-05,1.78E-06,17.34925368
SHANGRILA,-12.4003706,203.8728576,3989.903395,2.55E-05,7.85E-07,32.53322448
SHANGRILA,-12.4003706,204.4291273,4243.864187,5.43E-05,6.84E-07,79.45462401
SHANGRILA,-12.4003706,204.9853971,3545.478635,3.69E-05,1.02E-06,36.06925371
SHANGRILA,-12.4003706,205.5416668,4485.64051,3.23E-05,6.04E-07,53.47436268
SHANGRILA,-12.4003706,206.0979365,4893.902619,2.74E-05,4.97E-07,55.14149716
SHANGRILA,-12.4003706,206.6542062,3401.667377,3.81E-05,1.12E-06,33.97048826
SHANGRILA,-12.4003706,207.2104759,2863.266705,2.52E-05,1.65E-06,15.27932507
SHANGRILA,-12.4003706,207.7667456,3462.867483,3.41E-05,1.08E-06,31.64994084
SHANGRILA,-12.4003706,208.3230153,4003.626129,9.29E-05,7.79E-07,119.2391204
SHANGRILA,-12.4003706,208.879285,3182.622885,2.55E-05,1.30E-06,19.56088106
SHANGRILA,-12.4003706,209.4355547,3079.873217,1.12E-05,1.40E-06,7.974982768
SHANGRILA,-12.4003706,209.9918244,3017.755169,2.40E-06,1.47E-06,1.64663885
FENSAL,-12.4003706,314.014259,7829.94175,3.13E-05,1.74E-07,180.3576848
FENSAL,-12.4003706,314.5705287,28466.52389,6.83E-05,9.67E-09,7065.621841
FENSAL,-12.4003706,315.1267984,27759.50484,0.000111,1.02E-08,10855.17501
FENSAL,-12.4003706,315.6830682,4724.49837,3.02E-05,5.38E-07,56.22610293
FENSAL,-12.4003706,316.2393379,5460.52784,3.93E-05,3.89E-07,101.0790182
FENSAL,-12.4003706,317.3518773,3473.685899,8.30E-06,1.07E-06,7.790261481
FENSAL,-12.4003706,322.9145743,33136.1118,2.65E-05,6.88E-09,3851.214055
FENSAL,-12.4003706,324.0271137,9821.771193,3.39E-05,1.05E-07,323.7074783
FENSAL,-12.4003706,324.5833834,3721.306249,6.00E-06,9.17E-07,6.490494451
FENSAL,-12.4003706,325.1396531,2308.565815,7.40E-06,2.67E-06,2.766954193
FENSAL,-12.4003706,326.2521925,2339.736571,3.70E-06,2.59E-06,1.444872186
FENSAL,-12.4003706,329.033541,2071.870105,1.33E-05,3.40E-06,3.898836909
SENKYO,-11.844101,17.5225068,4170.872696,2.34E-05,7.11E-07,32.86276692
SENKYO,-11.844101,47.00480111,4545.40997,1.09E-05,5.86E-07,18.60524749
SENKYO,-11.844101,47.56107082,2668.595437,4.30E-06,1.93E-06,2.211779068
SENKYO,-11.844101,48.11734052,3803.779925,3.00E-06,8.73E-07,3.483924281
SENKYO,-11.844101,48.67361023,9155.69901,4.39E-05,1.22E-07,359.1277013
SENKYO,-11.844101,57.01765579,8060.180899,1.53E-05,1.63E-07,93.77532837
SENKYO,-11.844101,57.57392549,3968.367037,1.27E-05,7.94E-07,15.98406354
SENKYO,-11.844101,59.79900431,4624.926227,7.40E-06,5.64E-07,13.11983073
SENKYO,-11.844101,60.35527401,3194.916879,1.53E-05,1.29E-06,11.88394135
SENKYO,-11.844101,60.91154371,3292.769686,1.05E-05,1.21E-06,8.735469784
SENKYO,-11.844101,61.46781342,2574.166517,2.10E-06,2.09E-06,0.984141402
SENKYO,-11.844101,62.02408312,2679.247036,2.10E-06,1.91E-06,1.120244159
SENKYO,-11.844101,62.58035283,3008.534743,2.40E-06,1.48E-06,1.630406255
SENKYO,-11.844101,63.13662253,2998.044307,4.80E-06,1.49E-06,3.22414518
SENKYO,-11.844101,63.69289223,2905.450383,2.30E-06,1.60E-06,1.456380989
SENKYO,-11.844101,64.80543164,3699.62256,3.00E-06,9.29E-07,3.184425241
SENKYO,-11.844101,65.36170135,7222.911449,2.31E-05,2.08E-07,111.1123743
SENKYO,-11.844101,65.91797105,3813.592394,9.20E-06,8.68E-07,10.53931449
SENKYO,-11.844101,66.47424075,3852.750753,3.10E-06,8.49E-07,3.631238289
SENKYO,-11.844101,67.03051046,3669.786371,1.76E-05,9.46E-07,18.61217825
BELET,-11.844101,101.5192321,5974.003582,5.96E-05,3.18E-07,187.2783427
BELET,-11.844101,102.0755018,6307.286071,6.42E-05,2.82E-07,227.8605143
BELET,-11.844101,102.6317715,3261.698804,1.83E-05,1.23E-06,14.82497314
BELET,-11.844101,103.1880412,3794.842618,1.21E-05,8.78E-07,13.829969
BELET,-11.844101,103.7443109,3414.636161,2.19E-05,1.11E-06,19.65232787
BELET,-11.844101,104.3005806,3614.146053,2.02E-05,9.79E-07,20.66630834
BELET,-11.844101,104.8568503,3148.944393,2.77E-05,1.33E-06,20.7885041
BELET,-11.844101,105.41312,2890.723995,2.78E-05,1.61E-06,17.19141389
BELET,-11.844101,105.9693897,2817.249354,2.48E-05,1.71E-06,14.49851277
BELET,-11.844101,106.5256594,5205.203244,2.91E-05,4.33E-07,67.32656617
BELET,-11.844101,107.0819291,6567.70131,5.78E-05,2.57E-07,224.5897631
BELET,-11.844101,107.6381989,3024.458651,1.45E-05,1.46E-06,9.95106196
BELET,-11.844101,108.1944686,2478.007783,7.90E-06,2.28E-06,3.48007646
BELET,-11.844101,108.7507383,2131.543792,1.02E-05,3.19E-06,3.205680971
BELET,-11.844101,109.307008,2759.015763,1.99E-05,1.79E-06,11.08678403
BELET,-11.844101,109.8632777,2985.902556,1.67E-05,1.50E-06,11.13722016
BELET,-11.844101,110.4195474,2747.423455,1.98E-05,1.81E-06,10.93668153
BELET,-11.844101,110.9758171,2876.989083,1.61E-05,1.63E-06,9.874881603
BELET,-11.844101,111.5320868,3966.539843,2.22E-05,7.95E-07,27.93043655
BELET,-11.844101,112.0883565,8271.410935,6.62E-05,1.54E-07,430.8096015
BELET,-11.844101,112.6446262,11287.10148,9.00E-06,7.66E-08,117.8574388
BELET,-11.844101,113.2008959,10573.28974,1.69E-05,8.87E-08,190.7794993
BELET,-11.844101,113.7571656,3799.597403,1.82E-05,8.76E-07,20.82922397
BELET,-11.844101,114.3134353,3329.241735,1.86E-05,1.18E-06,15.84208902
BELET,-11.844101,114.869705,4334.274397,1.04E-05,6.52E-07,15.94995644
BELET,-11.844101,115.4259747,6915.441073,5.50E-06,2.29E-07,24.12894285
BELET,-11.844101,116.5385141,11783.20809,9.40E-06,6.96E-08,135.4681246
SHANGRILA,-11.844101,198.3101606,3351.344895,4.61E-05,1.16E-06,39.75172642
SHANGRILA,-11.844101,198.8664303,3169.49292,3.55E-05,1.31E-06,27.02115235
SHANGRILA,-11.844101,199.4227,2695.149654,4.31E-05,1.89E-06,22.83828596
SHANGRILA,-11.844101,199.9789697,2097.012334,2.01E-05,3.31E-06,6.081151513
SHANGRILA,-11.844101,200.5352394,2192.66369,7.00E-06,3.00E-06,2.3419538
SHANGRILA,-11.844101,201.0915091,2143.239124,8.60E-06,3.15E-06,2.719146149
SHANGRILA,-11.844101,201.6477788,1965.408744,1.10E-05,3.83E-06,2.875895923
SHANGRILA,-11.844101,202.2040485,1989.960438,2.07E-05,3.72E-06,5.559985153
SHANGRILA,-11.844101,202.7603182,4445.580765,5.31E-05,6.16E-07,86.10988131
SHANGRILA,-11.844101,203.3165879,5672.483534,4.52E-05,3.57E-07,126.4369666
SHANGRILA,-11.844101,203.8728576,3352.205035,4.83E-05,1.16E-06,41.65351267
SHANGRILA,-11.844101,204.4291273,3200.650455,3.84E-05,1.29E-06,29.88281316
SHANGRILA,-11.844101,204.9853971,3903.350353,5.00E-05,8.24E-07,60.6066665
FENSAL,-11.844101,314.5705287,12542.6873,2.25E-05,6.05E-08,371.6759662
FENSAL,-11.844101,315.1267984,6690.823165,2.68E-05,2.47E-07,108.4130253
FENSAL,-11.844101,315.6830682,5228.426514,1.25E-05,4.29E-07,29.27310586
FENSAL,-11.844101,323.470844,14894.21354,5.37E-05,4.12E-08,1302.782366
FENSAL,-11.844101,324.0271137,2874.88388,2.49E-05,1.63E-06,15.22797238
FENSAL,-11.844101,324.5833834,2432.260839,1.56E-05,2.38E-06,6.552684229
FENSAL,-11.844101,325.1396531,2360.178394,1.13E-05,2.54E-06,4.4584257
FENSAL,-11.844101,325.6959228,2195.614014,8.80E-06,2.99E-06,2.940214112
FENSAL,-11.844101,326.2521925,2078.05519,3.30E-06,3.38E-06,0.984161054
FENSAL,-11.844101,326.8084622,1926.927032,6.20E-06,4.00E-06,1.541461628
FENSAL,-11.844101,327.3647319,2058.345478,1.65E-05,3.45E-06,4.771300763
FENSAL,-11.844101,327.9210016,2498.362846,2.60E-05,2.24E-06,11.61380376
FENSAL,-11.844101,328.4772713,35189.2293,8.45E-05,6.02E-09,14036.0284
FENSAL,-11.844101,329.033541,5561.696199,2.67E-05,3.73E-07,71.51236827
FENSAL,-11.844101,329.5898108,2933.83867,7.00E-06,1.56E-06,4.508867317
SENKYO,-11.2878313,57.01765579,3255.951769,5.20E-06,1.24E-06,4.211592163
SENKYO,-11.2878313,57.57392549,3050.302191,2.40E-06,1.43E-06,1.704831435
SENKYO,-11.2878313,58.6864649,3047.331481,2.40E-06,1.43E-06,1.699461798
SENKYO,-11.2878313,59.2427346,3376.445799,2.70E-06,1.14E-06,2.368699484
SENKYO,-11.2878313,59.79900431,2947.543378,9.40E-06,1.55E-06,6.103216779
SENKYO,-11.2878313,60.35527401,3646.296694,1.75E-05,9.60E-07,18.2292371
SENKYO,-11.2878313,60.91154371,3229.614583,7.80E-06,1.26E-06,6.153440924
SENKYO,-11.2878313,61.46781342,8717.81002,2.09E-05,1.37E-07,153.2186423
SENKYO,-11.2878313,62.02408312,3660.624455,1.46E-05,9.52E-07,15.38513466
SENKYO,-11.2878313,62.58035283,3309.686165,2.60E-06,1.19E-06,2.220399988
SENKYO,-11.2878313,63.13662253,3633.139442,5.80E-06,9.68E-07,6.005713203
SENKYO,-11.2878313,63.69289223,4912.948162,3.90E-06,4.93E-07,7.977039189
SENKYO,-11.2878313,64.24916194,6166.366563,1.97E-05,2.96E-07,66.58883005
SENKYO,-11.2878313,64.80543164,15305.76189,6.12E-05,3.88E-08,1579.64442
